物品/地点,类型,等级,备注,X坐标,Y坐标,链接标识
"Salvage_Rank2","打捞点 等级2","","","-1579","-1900","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1488","-1961","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1495","-2040","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1588","-1837","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1597","-1899","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1506","-1951","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1512","-2023","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1514","-1960","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1522","-2015","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1677","-1863","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1531","-1997","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1632","-1944","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1540","-2014","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1656","-1776","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1566","-1922","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1750","-2000","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1558","-2005","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1558","-1952","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1660","-1908","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1567","-1971","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1577","-2042","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1668","-1829","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1585","-2023","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1584","-1953","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1631","-1869","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1594","-1943","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1603","-1988","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1625","-1901","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1704","-1857","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1653","-1744","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1620","-1969","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1630","-2023","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1552","-1893","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1731","-1900","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1569","-1872","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1648","-2032","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1648","-1962","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1743","-2032","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1656","-1989","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1665","-2043","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1665","-1952","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1673","-2025","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1605","-1865","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1752","-1957","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-232","881","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-194","892","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-140","864","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-154","882","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-220","774","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-219","897","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-125","874","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-95","869","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-136","898","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-161","911","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-189","913","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-221","912","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-267","895","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-247","910","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-235","930","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-204","928","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-171","930","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-92","893","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-118","904","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-141","917","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-108","817","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-20","826","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-61","783","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","13","782","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-44","855","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-59","880","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-70","898","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","23","853","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-2","878","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-41","895","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-79","912","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-109","925","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-137","942","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-183","944","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-228","947","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-296","900","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-267","929","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-88","934","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-118","959","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-158","956","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-204","963","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-51","914","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","1","903","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","37","884","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","73","883","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-21","925","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","35","907","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-63","947","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-98","970","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-140","977","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-178","975","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-262","962","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-229","982","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-194","987","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-156","996","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-119","985","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-159","757","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-165","705","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-133","754","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-317","719","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-94","841","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-123","799","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","76","842","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","154","800","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","150","881","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","141","851","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","111","886","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","56","909","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","14","933","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-39","958","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","52","949","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","49","930","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","81","905","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","119","903","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","189","880","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","167","890","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","83","936","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","137","915","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","169","930","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","190","908","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","234","891","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","123","937","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1","951","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","248","693","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","162","736","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","57","753","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","86","788","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","285","859","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","262","908","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","328","889","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","401","879","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-486","695","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-458","728","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-529","643","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-576","586","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-559","548","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-431","765","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1346","-1843","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1106","-1797","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1082","-1771","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1083","-1529","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1449","-1556","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1072","-1629","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1116","-1592","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1439","-1588","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1352","-1806","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1277","-1864","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1014","-1660","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1301","-1726","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1301","-1829","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1038","-1705","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-942","-1698","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1378","-1753","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1313","-1801","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1248","-1852","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1019","-1729","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-923","-1695","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1250","-1744","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1219","-1856","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-957","-1651","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1384","-1715","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1280","-1712","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1254","-1813","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1034","-1767","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-970","-1623","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1364","-1712","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1278","-1776","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1214","-1826","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1091","-1583","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1223","-2041","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1292","-1750","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1183","-1833","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-933","-1619","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1171","-2023","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1219","-1788","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1061","-1564","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-903","-1625","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1074","-2020","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1221","-1770","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1157","-1819","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-937","-1582","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1198","-2007","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1043","-2024","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1160","-1781","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-947","-1553","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-854","-1628","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-961","-1688","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1117","-1830","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-900","-1577","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-931","-1781","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1165","-1762","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-901","-1557","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-937","-1963","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1081","-1809","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-851","-1579","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1101","-2015","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1033","-1986","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1094","-1781","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1029","-1614","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1059","-1840","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1054","-1796","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1073","-2000","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1068","-1715","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1056","-1776","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-805","-1563","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-840","-1951","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1261","-1904","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1097","-1887","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1004","-2020","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-950","-1891","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1373","-1815","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-996","-2009","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-829","-1855","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1052","-1949","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-988","-1999","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-981","-1714","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1173","-1718","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1066","-1923","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1002","-1972","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-965","-1973","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1478","-1562","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1078","-1896","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1003","-1952","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-916","-2019","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-864","-1940","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1037","-1909","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-931","-1990","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1023","-1936","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1382","-1541","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1040","-1892","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-976","-1939","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-901","-1996","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-800","-1673","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1144","-1842","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1000","-1904","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-893","-1987","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1195","-1818","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1036","-1861","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-937","-1934","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-863","-1992","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1049","-1595","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1017","-1858","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-930","-1922","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-855","-1981","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1180","-1797","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1019","-1839","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-911","-1920","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-825","-1986","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1030","-1564","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1043","-1803","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-968","-1862","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-891","-1919","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-784","-1718","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1153","-1782","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1014","-1810","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-905","-1892","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-897","-1954","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1123","-1789","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-951","-1839","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-876","-1897","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-801","-1955","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1099","-1614","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-975","-1804","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-899","-1862","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-834","-1911","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1139","-1742","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-999","-1770","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-935","-1819","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-860","-1875","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-756","-1800","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1109","-1749","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-981","-1767","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-895","-1833","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-809","-1896","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1138","-1694","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-962","-1765","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-897","-1812","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-857","-1836","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1113","-1711","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-975","-1737","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-877","-1810","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-792","-1876","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-898","-1518","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1051","-1740","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-891","-1783","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1016","-1504","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1097","-1688","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-927","-1740","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-862","-1788","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-786","-1847","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-777","-1809","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1058","-1702","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-929","-1720","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-822","-1802","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-790","-1421","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1090","-1548","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-887","-1735","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-813","-1791","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-798","-1494","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1053","-1672","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1041","-1496","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-916","-1492","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-699","-1207","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1012","-1686","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-873","-1714","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-848","-1742","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-721","-1827","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1035","-1652","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-874","-1694","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-789","-1760","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-830","-1780","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1071","-1598","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-845","-1699","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-817","-1726","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-773","-1570","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1092","-1497","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-837","-1689","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-762","-1745","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-722","-1605","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-979","-1644","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-754","-1543","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-721","-1762","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-849","-1491","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-1106","-1563","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-842","-1651","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-734","-1733","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-876","-1533","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-994","-1598","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-752","-1499","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-726","-1723","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-663","-1223","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-868","-1597","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-701","-1562","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-802","-1712","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-998","-1559","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-828","-1611","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-720","-1692","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-752","-1708","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-493","-1099","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-731","-1442","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-745","-1658","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-805","-1518","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-996","-1530","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-854","-1556","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-778","-1614","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-715","-1663","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-764","-1517","Salvage_Rank2"
